0.362218815,0.522535483,0.77101546,0.886705049,1,1,1,1,1,1
0.226659122,0.589623231,0.790092631,0.974580835,1,1,1,1,1,1
0.24607882,0.464267245,0.739339854,0.960309003,1,1,1,1,1,1
0.322879695,0.560645006,0.657869186,0.719469796,0.719469796,0.719469796,0.719469796,0.719469796,0.719469796,0.719469796
0.25303858,0.48869763,0.80881489,0.887653985,1,1,1,1,1,1
0.347980143,0.596785691,0.799902138,0.923468308,0.954421703,1,1,1,1,1
0.249578233,0.470456969,0.735511272,0.985913248,1,1,1,1,1,1
0.19122525,0.397143041,0.587801253,0.834767354,1,1,1,1,1,1
0.314792166,0.466702606,0.617589198,0.735846327,1,1,1,1,1,1
0.239890309,0.431606934,0.692366982,0.817078046,0.817078046,0.817078046,0.817078046,0.817078046,0.817078046,0.817078046
0.270680995,0.49737786,0.693540003,0.988282469,0.988282469,0.988282469,0.988282469,0.988282469,0.988282469,0.988282469
0.212632901,0.36895361,0.578018674,0.834800074,1,1,1,1,1,1
0.167290828,0.35408271,0.613662669,0.843874978,1,1,1,1,1,1
0.25148315,0.440094132,0.767246107,0.886100505,0.886100505,0.886100505,0.886100505,0.886100505,0.886100505,0.886100505
0.323870933,0.525913863,0.694941755,0.974486998,0.992958483,1,1,1,1,1
0.273692416,0.453151702,0.587172601,0.709412617,0.709412617,0.709412617,0.709412617,0.709412617,0.709412617,0.709412617
0.345782838,0.735032028,0.886266814,0.941631802,0.994909714,0.994909714,0.994909714,0.994909714,0.994909714,0.994909714
0.199133028,0.463582865,0.690272301,0.841900609,1,1,1,1,1,1
0.289685585,0.682596849,0.847250945,0.980426708,0.999999991,1,1,1,1,1
0.257561839,0.599797736,0.867471934,0.946174987,1,1,1,1,1,1
0.312473816,0.538008213,0.769753396,0.918735428,1,1,1,1,1,1
0.278428324,0.581221257,0.745905612,0.873503847,0.873503847,0.873503847,0.873503847,0.873503847,0.873503847,0.873503847
0.261784141,0.508874522,0.722413897,0.886868553,0.888435949,0.890628101,0.891809773,0.894757184,0.897942294,0.989281139
0.255511185,0.516978089,0.81718048,0.946079965,1,1,1,1,1,1
0.242993648,0.392751476,0.567272917,0.683636892,1,1,1,1,1,1
0.263283864,0.622968108,0.874942149,0.972568539,1,1,1,1,1,1
0.279152786,0.542044648,0.700660815,0.782253035,1,1,1,1,1,1
0.242050685,0.501968478,0.705961473,0.777784891,0.777784891,0.777784891,0.777784891,0.777784891,0.777784891,0.777784891
0.220338974,0.519055572,0.773809232,0.964487194,1,1,1,1,1,1
0.223453539,0.464350109,0.647497323,0.812856363,1,1,1,1,1,1
0.260326386,0.549605702,0.695895982,0.830837618,1,1,1,1,1,1
0.296372605,0.535598514,0.729563964,0.865692928,0.99558292,0.999999999,1,1,1,1
0.351647306,0.532334934,0.77039111,0.900592299,1,1,1,1,1,1
0.245402346,0.567944873,0.808626553,0.979472869,1,1,1,1,1,1
0.261585803,0.447805669,0.60886298,0.632102999,1,1,1,1,1,1
0.168665884,0.410462402,0.617809532,0.847989236,1,1,1,1,1,1
0.326579871,0.525216537,0.70438851,0.9060823,1,1,1,1,1,1
0.287467698,0.673542223,0.908750275,0.986206267,1,1,1,1,1,1
0.295203133,0.536125411,0.657907681,0.735200175,0.755104424,0.755104424,0.755104424,0.755104424,0.755104424,0.755104424
0.278078914,0.527075356,0.740223865,0.885942634,1,1,1,1,1,1
0.252199698,0.537121599,0.723485281,0.795448835,1,1,1,1,1,1
0.308416825,0.548058962,0.711081111,0.793727953,0.793727953,0.793727953,0.793727953,0.793727953,0.793727953,0.793727953
0.229317294,0.506061683,0.6681485,0.929047761,1,1,1,1,1,1
0.262127818,0.4386829,0.700037276,0.958309587,1,1,1,1,1,1
0.264942393,0.561090624,0.753224262,0.93196496,1,1,1,1,1,1
0.321618337,0.545605192,0.685269053,0.756731472,0.756731472,0.756731472,0.756731472,0.756731472,0.756731472,0.756731472
0.235461864,0.47537711,0.769028768,0.873727147,1,1,1,1,1,1
0.331274075,0.524379805,0.789557704,0.901032774,1,1,1,1,1,1
0.213690907,0.420783341,0.585157688,0.782738229,1,1,1,1,1,1
0.260789655,0.445952658,0.60453964,0.722539219,1,1,1,1,1,1
,,,,,,,,,
0.267535908,0.512121863,0.719669874,0.866140913,0.958070096,0.959254677,0.95927831,0.959337258,0.959400961,0.961227737
0.264466647,0.51238088,0.726163753,0.883854545,0.995477835,0.996922446,0.996951267,0.997023155,0.997100841,0.999328618
